n,method,error
100,CIV$_{I}$,1.5378777671748387
100,NIV$_{1 \textrm{ lag}}$,61.517627768715066
100,NIV$_{3 \textrm{ lags}}$,0.045947289504983654
1000,"CIV$_{I,X,Y}$",0.02624359745290176
1000,CIV$_{I}$,0.028878229401035883
1000,NIV$_{1 \textrm{ lag}}$,0.009414020842088141
1000,NIV$_{3 \textrm{ lags}}$,0.002344812870064022
10000,"CIV$_{I,X,Y}$",0.0006681073943513866
10000,CIV$_{I}$,0.007108671171310188
10000,NIV$_{1 \textrm{ lag}}$,0.0004713001348502461
10000,NIV$_{3 \textrm{ lags}}$,0.00037479429355769596
100,"CIV$_{I,X,Y}$",0.8583050771839658
100,CIV$_{I}$,15.042547661474543
100,NIV$_{1 \textrm{ lag}}$,19.86033266815795
100,NIV$_{3 \textrm{ lags}}$,0.17126253151421805
1000,"CIV$_{I,X,Y}$",0.023063699046776662
1000,CIV$_{I}$,0.9494915753172251
1000,NIV$_{1 \textrm{ lag}}$,2.080044750694524
1000,NIV$_{3 \textrm{ lags}}$,0.004303020936492015
10000,"CIV$_{I,X,Y}$",0.0013229515016079175
10000,CIV$_{I}$,0.07951483661946741
10000,NIV$_{1 \textrm{ lag}}$,10.076555305730544
10000,NIV$_{3 \textrm{ lags}}$,0.00028050450077137104
100,"CIV$_{I,X,Y}$",0.22171077774855869
100,CIV$_{I}$,0.6055312856454558
100,NIV$_{1 \textrm{ lag}}$,0.17404093346442473
100,NIV$_{3 \textrm{ lags}}$,0.007703062741580354
1000,"CIV$_{I,X,Y}$",0.005256254397632496
1000,CIV$_{I}$,0.08702254619355743
1000,NIV$_{1 \textrm{ lag}}$,0.0070116294827365895
1000,NIV$_{3 \textrm{ lags}}$,0.0025738470239736787
10000,"CIV$_{I,X,Y}$",0.0011719085622196438
10000,CIV$_{I}$,0.010639105026696459
10000,NIV$_{1 \textrm{ lag}}$,0.00021314627038464696
10000,NIV$_{3 \textrm{ lags}}$,0.0001662816471482369
100,"CIV$_{I,X,Y}$",0.06309177607605303
100,CIV$_{I}$,0.261704829708899
100,NIV$_{1 \textrm{ lag}}$,0.8594132898341801
100,NIV$_{3 \textrm{ lags}}$,0.02064601975858075
1000,"CIV$_{I,X,Y}$",0.005260803525470333
1000,CIV$_{I}$,0.03338698854576506
1000,NIV$_{1 \textrm{ lag}}$,0.002893357489568763
1000,NIV$_{3 \textrm{ lags}}$,0.0014974978852907127
10000,"CIV$_{I,X,Y}$",0.0005366348332160089
10000,CIV$_{I}$,0.002162339435610377
10000,NIV$_{1 \textrm{ lag}}$,0.0004796806756558138
10000,NIV$_{3 \textrm{ lags}}$,0.00016291692441078242
100,"CIV$_{I,X,Y}$",0.08379926861831452
100,CIV$_{I}$,0.03405783636976958
100,NIV$_{1 \textrm{ lag}}$,2.0245055354550336
100,NIV$_{3 \textrm{ lags}}$,0.03349703142207951
1000,"CIV$_{I,X,Y}$",0.004425281235448608
1000,CIV$_{I}$,0.00873336264861815
1000,NIV$_{1 \textrm{ lag}}$,0.08774800441490951
1000,NIV$_{3 \textrm{ lags}}$,0.004411350118492223
10000,"CIV$_{I,X,Y}$",0.0005414475791967058
10000,CIV$_{I}$,0.0005702097256582387
10000,NIV$_{1 \textrm{ lag}}$,0.02162289895975108
10000,NIV$_{3 \textrm{ lags}}$,0.00044823629293698936
100,"CIV$_{I,X,Y}$",0.047449823967425434
100,CIV$_{I}$,0.259928149371988
100,NIV$_{1 \textrm{ lag}}$,1.6483644234636892
100,NIV$_{3 \textrm{ lags}}$,0.010881746820930089
1000,"CIV$_{I,X,Y}$",0.003555885218969504
1000,CIV$_{I}$,0.010627667316067792
1000,NIV$_{1 \textrm{ lag}}$,0.02090049141070591
1000,NIV$_{3 \textrm{ lags}}$,0.0016846808829708028
10000,"CIV$_{I,X,Y}$",0.0003865001960889913
10000,CIV$_{I}$,0.0028044664638526614
10000,NIV$_{1 \textrm{ lag}}$,0.0020523861380331797
10000,NIV$_{3 \textrm{ lags}}$,7.506524398208925e-05
100,"CIV$_{I,X,Y}$",0.07061315977644698
100,CIV$_{I}$,0.40988589892252414
100,NIV$_{1 \textrm{ lag}}$,0.26512093886202476
100,NIV$_{3 \textrm{ lags}}$,0.0385305437251227
1000,"CIV$_{I,X,Y}$",0.009479361461751032
1000,CIV$_{I}$,0.022953014382038298
1000,NIV$_{1 \textrm{ lag}}$,0.019887338093449006
1000,NIV$_{3 \textrm{ lags}}$,0.0046550893077084215
10000,"CIV$_{I,X,Y}$",0.0005839589824925601
10000,CIV$_{I}$,0.0012472630164353632
10000,NIV$_{1 \textrm{ lag}}$,0.001338708424305269
10000,NIV$_{3 \textrm{ lags}}$,0.00022502667253587462
100,"CIV$_{I,X,Y}$",0.023798595927667206
100,CIV$_{I}$,0.26816658604193044
100,NIV$_{1 \textrm{ lag}}$,0.02698626408761044
100,NIV$_{3 \textrm{ lags}}$,0.016437465300188258
1000,"CIV$_{I,X,Y}$",0.00287057984425654
1000,CIV$_{I}$,0.01817147306410939
1000,NIV$_{1 \textrm{ lag}}$,0.2537011619355162
1000,NIV$_{3 \textrm{ lags}}$,0.000738755317874674
10000,"CIV$_{I,X,Y}$",0.0004466817058477844
10000,CIV$_{I}$,0.0029076788016905502
10000,NIV$_{1 \textrm{ lag}}$,0.007533333507229352
10000,NIV$_{3 \textrm{ lags}}$,0.00013968452174765474
100,"CIV$_{I,X,Y}$",0.309760322328437
100,CIV$_{I}$,0.45161935088705774
100,NIV$_{1 \textrm{ lag}}$,2.8443953181109416
100,NIV$_{3 \textrm{ lags}}$,0.11353964489293737
1000,"CIV$_{I,X,Y}$",0.03544404683529719
1000,CIV$_{I}$,0.05149942170666284
1000,NIV$_{1 \textrm{ lag}}$,13.166925709855999
1000,NIV$_{3 \textrm{ lags}}$,0.01113754447899156
10000,"CIV$_{I,X,Y}$",0.006466359946118931
10000,CIV$_{I}$,0.010609518672906498
10000,NIV$_{1 \textrm{ lag}}$,0.07925249926063985
10000,NIV$_{3 \textrm{ lags}}$,0.0008391185487954709
100,"CIV$_{I,X,Y}$",0.06367119221598576
100,CIV$_{I}$,0.5104542135228988
100,NIV$_{1 \textrm{ lag}}$,0.08501915806519447
100,NIV$_{3 \textrm{ lags}}$,0.014912856048521944
1000,"CIV$_{I,X,Y}$",0.0031915281115942155
1000,CIV$_{I}$,0.016176142284966947
1000,NIV$_{1 \textrm{ lag}}$,0.08975591611303556
1000,NIV$_{3 \textrm{ lags}}$,0.0009405116164443908
10000,"CIV$_{I,X,Y}$",0.0003515242185054102
10000,CIV$_{I}$,0.003000306129798843
10000,NIV$_{1 \textrm{ lag}}$,0.004217851297490386
10000,NIV$_{3 \textrm{ lags}}$,9.487178965129396e-05
100,"CIV$_{I,X,Y}$",0.0381104566724599
100,CIV$_{I}$,0.2846450292785073
100,NIV$_{1 \textrm{ lag}}$,1.5947355697477519
100,NIV$_{3 \textrm{ lags}}$,0.10863438527702544
1000,"CIV$_{I,X,Y}$",0.006104171571140158
1000,CIV$_{I}$,0.036136314235560615
1000,NIV$_{1 \textrm{ lag}}$,0.4282995908157575
1000,NIV$_{3 \textrm{ lags}}$,0.0014262684645373791
10000,"CIV$_{I,X,Y}$",0.0004380866960937235
10000,CIV$_{I}$,0.00246150219200275
10000,NIV$_{1 \textrm{ lag}}$,0.30394912509459016
10000,NIV$_{3 \textrm{ lags}}$,0.0002120951079287809
100,"CIV$_{I,X,Y}$",0.046278248476706314
100,CIV$_{I}$,0.05934307657062669
100,NIV$_{1 \textrm{ lag}}$,20.038499847280555
100,NIV$_{3 \textrm{ lags}}$,0.006558936084333729
1000,"CIV$_{I,X,Y}$",0.003770467945063307
1000,CIV$_{I}$,0.004755595810675939
1000,NIV$_{1 \textrm{ lag}}$,0.008185210589505018
1000,NIV$_{3 \textrm{ lags}}$,0.0006027706813869718
10000,"CIV$_{I,X,Y}$",0.0007457737899079845
10000,CIV$_{I}$,0.0007450295674662719
10000,NIV$_{1 \textrm{ lag}}$,0.0031816200610901408
10000,NIV$_{3 \textrm{ lags}}$,6.84547936752374e-05
100,"CIV$_{I,X,Y}$",0.026457357080480925
100,CIV$_{I}$,0.029935283696509035
100,NIV$_{1 \textrm{ lag}}$,1.4371986506341794
100,NIV$_{3 \textrm{ lags}}$,0.04134183243389662
1000,"CIV$_{I,X,Y}$",0.0026260555765587066
1000,CIV$_{I}$,0.003084846632690274
1000,NIV$_{1 \textrm{ lag}}$,0.7202940778416461
1000,NIV$_{3 \textrm{ lags}}$,0.0012479610916664914
10000,"CIV$_{I,X,Y}$",0.00011496977178408162
10000,CIV$_{I}$,0.0001438133052766763
10000,NIV$_{1 \textrm{ lag}}$,0.00115632535751009
10000,NIV$_{3 \textrm{ lags}}$,9.01505068772456e-05
100,"CIV$_{I,X,Y}$",0.2459031191064022
100,CIV$_{I}$,0.4422298769860591
100,NIV$_{1 \textrm{ lag}}$,17.90415297030325
100,NIV$_{3 \textrm{ lags}}$,0.07616083515293535
1000,"CIV$_{I,X,Y}$",0.14098789663566613
1000,CIV$_{I}$,0.14807516749617392
1000,NIV$_{1 \textrm{ lag}}$,0.41871847621861463
1000,NIV$_{3 \textrm{ lags}}$,0.004109436906340294
10000,"CIV$_{I,X,Y}$",0.0061474448951370966
10000,CIV$_{I}$,0.006522685270211497
10000,NIV$_{1 \textrm{ lag}}$,0.09906984343854276
10000,NIV$_{3 \textrm{ lags}}$,0.00022597298159386707
100,"CIV$_{I,X,Y}$",0.5869435370914236
100,CIV$_{I}$,0.0990134981374031
100,NIV$_{1 \textrm{ lag}}$,6.306201961232934
100,NIV$_{3 \textrm{ lags}}$,0.09911591795273936
1000,"CIV$_{I,X,Y}$",0.010377742193690016
1000,CIV$_{I}$,0.06621932161932095
1000,NIV$_{1 \textrm{ lag}}$,0.7543432703586023
1000,NIV$_{3 \textrm{ lags}}$,0.009786181971323743
10000,"CIV$_{I,X,Y}$",0.004364235007364109
10000,CIV$_{I}$,0.01254194325575272
10000,NIV$_{1 \textrm{ lag}}$,0.15269488449254237
10000,NIV$_{3 \textrm{ lags}}$,0.0035815883268074
100,"CIV$_{I,X,Y}$",0.053975814576966916
100,CIV$_{I}$,0.07842147450122305
100,NIV$_{1 \textrm{ lag}}$,0.04162798486846191
100,NIV$_{3 \textrm{ lags}}$,0.07566396495714639
1000,"CIV$_{I,X,Y}$",0.0023356839043600875
1000,CIV$_{I}$,0.015960570210046553
1000,NIV$_{1 \textrm{ lag}}$,0.005702924827027401
1000,NIV$_{3 \textrm{ lags}}$,0.0011138008355053074
10000,"CIV$_{I,X,Y}$",0.0003567155599601591
10000,CIV$_{I}$,0.0014986032229780675
10000,NIV$_{1 \textrm{ lag}}$,0.0004395104120465296
10000,NIV$_{3 \textrm{ lags}}$,0.00016732202913715403
100,"CIV$_{I,X,Y}$",0.3776385367978879
100,CIV$_{I}$,1.0757924551476814
100,NIV$_{1 \textrm{ lag}}$,0.5248186731682117
100,NIV$_{3 \textrm{ lags}}$,0.030649640301394266
1000,"CIV$_{I,X,Y}$",0.006199831337707287
1000,CIV$_{I}$,0.014127893857905546
1000,NIV$_{1 \textrm{ lag}}$,0.0019469003154572323
1000,NIV$_{3 \textrm{ lags}}$,0.0032477532680166886
10000,"CIV$_{I,X,Y}$",0.000852812879981887
10000,CIV$_{I}$,0.005700076532066412
10000,NIV$_{1 \textrm{ lag}}$,0.0006058440125275932
10000,NIV$_{3 \textrm{ lags}}$,0.0002683293007573655
100,"CIV$_{I,X,Y}$",1.7494112927730416
100,CIV$_{I}$,6.2201956371057605
100,NIV$_{1 \textrm{ lag}}$,1.4522403918970743
100,NIV$_{3 \textrm{ lags}}$,0.023411664574691463
1000,"CIV$_{I,X,Y}$",0.0903311884947807
1000,CIV$_{I}$,0.9044403931137556
1000,NIV$_{1 \textrm{ lag}}$,9.416039297578473
1000,NIV$_{3 \textrm{ lags}}$,0.002678884131720572
10000,"CIV$_{I,X,Y}$",0.014596554069713238
10000,CIV$_{I}$,0.16111281694540508
10000,NIV$_{1 \textrm{ lag}}$,0.007322425398916506
10000,NIV$_{3 \textrm{ lags}}$,0.0002298554264922381
100,"CIV$_{I,X,Y}$",0.1247591433050487
100,CIV$_{I}$,0.04213920135155403
100,NIV$_{1 \textrm{ lag}}$,0.3734682951562665
100,NIV$_{3 \textrm{ lags}}$,0.07494719656821669
1000,"CIV$_{I,X,Y}$",0.011782339983401065
1000,CIV$_{I}$,0.012737832994767653
1000,NIV$_{1 \textrm{ lag}}$,0.06189037662025049
1000,NIV$_{3 \textrm{ lags}}$,0.005680592693435146
10000,"CIV$_{I,X,Y}$",0.0003696993518340449
10000,CIV$_{I}$,0.0006239448151327022
10000,NIV$_{1 \textrm{ lag}}$,0.0017519842686381643
10000,NIV$_{3 \textrm{ lags}}$,0.0004634243060545909
100,"CIV$_{I,X,Y}$",0.10815990122416916
100,CIV$_{I}$,0.11798408541827929
100,NIV$_{1 \textrm{ lag}}$,0.06928620947688759
100,NIV$_{3 \textrm{ lags}}$,0.013429943202597341
1000,"CIV$_{I,X,Y}$",0.012423611009802502
1000,CIV$_{I}$,0.012757881275444999
1000,NIV$_{1 \textrm{ lag}}$,0.0017964673424102572
1000,NIV$_{3 \textrm{ lags}}$,0.0026085447838167593
10000,"CIV$_{I,X,Y}$",0.0006582219578599812
10000,CIV$_{I}$,0.0005990154883808782
10000,NIV$_{1 \textrm{ lag}}$,0.00024802418832181963
10000,NIV$_{3 \textrm{ lags}}$,0.0001815856609760226
100,"CIV$_{I,X,Y}$",0.13992660976246493
100,CIV$_{I}$,0.3625644921518396
100,NIV$_{1 \textrm{ lag}}$,0.6166374613963744
100,NIV$_{3 \textrm{ lags}}$,0.0168005076165522
1000,"CIV$_{I,X,Y}$",0.015883501396375177
1000,CIV$_{I}$,0.0369089486597249
1000,NIV$_{1 \textrm{ lag}}$,0.010307277126209245
1000,NIV$_{3 \textrm{ lags}}$,0.0019864635263174414
10000,"CIV$_{I,X,Y}$",0.0010313106866395164
10000,CIV$_{I}$,0.003001815733594999
10000,NIV$_{1 \textrm{ lag}}$,0.0004972186276908817
10000,NIV$_{3 \textrm{ lags}}$,0.00020493871030477953
100,"CIV$_{I,X,Y}$",0.18814296339271483
100,CIV$_{I}$,17.625897963068063
100,NIV$_{1 \textrm{ lag}}$,0.18471924152444316
100,NIV$_{3 \textrm{ lags}}$,0.04488266655686014
1000,"CIV$_{I,X,Y}$",0.016441957954213552
1000,CIV$_{I}$,1.538151096574286
1000,NIV$_{1 \textrm{ lag}}$,0.05880204142362393
1000,NIV$_{3 \textrm{ lags}}$,0.0026486460680395525
10000,"CIV$_{I,X,Y}$",0.001464297422522081
10000,CIV$_{I}$,0.3620008585016761
10000,NIV$_{1 \textrm{ lag}}$,0.008904307335915709
10000,NIV$_{3 \textrm{ lags}}$,6.853471994203596e-05
100,"CIV$_{I,X,Y}$",0.08859376051006378
100,CIV$_{I}$,0.5734838816687227
100,NIV$_{1 \textrm{ lag}}$,0.1446441694340544
100,NIV$_{3 \textrm{ lags}}$,0.07912696172971881
1000,"CIV$_{I,X,Y}$",0.007982941556645841
1000,CIV$_{I}$,0.08490880604059706
1000,NIV$_{1 \textrm{ lag}}$,0.034290402522083964
1000,NIV$_{3 \textrm{ lags}}$,0.0045353092049474795
10000,"CIV$_{I,X,Y}$",0.0016486843630159841
10000,CIV$_{I}$,0.011046478237210444
10000,NIV$_{1 \textrm{ lag}}$,0.0014253255112802662
10000,NIV$_{3 \textrm{ lags}}$,0.0004276635682547105
100,"CIV$_{I,X,Y}$",0.07039124699373575
100,CIV$_{I}$,0.12424020441259342
100,NIV$_{1 \textrm{ lag}}$,25.74586868012281
100,NIV$_{3 \textrm{ lags}}$,0.041906467557151605
1000,"CIV$_{I,X,Y}$",0.009737601566223848
1000,CIV$_{I}$,0.01221683670766496
1000,NIV$_{1 \textrm{ lag}}$,0.16295286322306374
1000,NIV$_{3 \textrm{ lags}}$,0.001675715076961827
10000,"CIV$_{I,X,Y}$",0.0008128274848515809
10000,CIV$_{I}$,0.0011562166571438982
10000,NIV$_{1 \textrm{ lag}}$,0.05402626806943493
10000,NIV$_{3 \textrm{ lags}}$,0.0002494771462044365
100,"CIV$_{I,X,Y}$",0.08319002518065728
100,CIV$_{I}$,0.11598514935532445
100,NIV$_{1 \textrm{ lag}}$,0.5215582694267901
100,NIV$_{3 \textrm{ lags}}$,0.029200627707987308
1000,"CIV$_{I,X,Y}$",0.0052308279158438265
1000,CIV$_{I}$,0.016185206718236807
1000,NIV$_{1 \textrm{ lag}}$,0.003968053675551848
1000,NIV$_{3 \textrm{ lags}}$,0.003227944539380511
10000,"CIV$_{I,X,Y}$",0.0005870968092238126
10000,CIV$_{I}$,0.000840494824695032
10000,NIV$_{1 \textrm{ lag}}$,0.00024039507513443398
10000,NIV$_{3 \textrm{ lags}}$,0.00015369761284577394
100,"CIV$_{I,X,Y}$",0.053933141238445906
100,CIV$_{I}$,0.1519395690875775
100,NIV$_{1 \textrm{ lag}}$,0.16157877781742203
100,NIV$_{3 \textrm{ lags}}$,0.11315221911071786
1000,"CIV$_{I,X,Y}$",0.004835657986302528
1000,CIV$_{I}$,0.012712364316441632
1000,NIV$_{1 \textrm{ lag}}$,0.006653705541489151
1000,NIV$_{3 \textrm{ lags}}$,0.0021233447701348484
10000,"CIV$_{I,X,Y}$",0.0003644494428621389
10000,CIV$_{I}$,0.0008450825215188277
10000,NIV$_{1 \textrm{ lag}}$,0.0006341537898808948
10000,NIV$_{3 \textrm{ lags}}$,0.00029119118165279155
100,"CIV$_{I,X,Y}$",0.08095372483981884
100,CIV$_{I}$,0.04575014862386982
100,NIV$_{1 \textrm{ lag}}$,0.14698443500866934
100,NIV$_{3 \textrm{ lags}}$,0.0549165516922739
1000,"CIV$_{I,X,Y}$",0.008318016403783584
1000,CIV$_{I}$,0.021118948135063178
1000,NIV$_{1 \textrm{ lag}}$,0.014372711309000035
1000,NIV$_{3 \textrm{ lags}}$,0.002580788178037678
10000,"CIV$_{I,X,Y}$",0.000911697254315628
10000,CIV$_{I}$,0.0026813140295261243
10000,NIV$_{1 \textrm{ lag}}$,0.0025377206046584486
10000,NIV$_{3 \textrm{ lags}}$,0.0004913952061472726
100,"CIV$_{I,X,Y}$",0.18438900305853964
100,CIV$_{I}$,12.286503495619083
100,NIV$_{1 \textrm{ lag}}$,4.529936698420171
100,NIV$_{3 \textrm{ lags}}$,0.055773556506895874
1000,"CIV$_{I,X,Y}$",0.031014223357674654
1000,CIV$_{I}$,0.8526261397820318
1000,NIV$_{1 \textrm{ lag}}$,0.16715975800231425
1000,NIV$_{3 \textrm{ lags}}$,0.002398113260412247
10000,"CIV$_{I,X,Y}$",0.0006466043875908966
10000,CIV$_{I}$,0.05673419498569787
10000,NIV$_{1 \textrm{ lag}}$,0.0182084986993452
10000,NIV$_{3 \textrm{ lags}}$,0.00032689152293015984
100,"CIV$_{I,X,Y}$",0.07385108904001905
100,CIV$_{I}$,0.19710598434050677
100,NIV$_{1 \textrm{ lag}}$,0.22215015565108892
100,NIV$_{3 \textrm{ lags}}$,0.015503516292459657
1000,"CIV$_{I,X,Y}$",0.0030614964640572903
1000,CIV$_{I}$,0.007900575742295331
1000,NIV$_{1 \textrm{ lag}}$,0.017540380237456465
1000,NIV$_{3 \textrm{ lags}}$,0.0008010393642625098
10000,"CIV$_{I,X,Y}$",0.00020442962543748758
10000,CIV$_{I}$,0.00046728225021855
10000,NIV$_{1 \textrm{ lag}}$,0.004138109878707509
10000,NIV$_{3 \textrm{ lags}}$,9.594185554388272e-05
100,"CIV$_{I,X,Y}$",0.09937804410020078
100,CIV$_{I}$,0.9089170079609428
100,NIV$_{1 \textrm{ lag}}$,0.01756063244417049
100,NIV$_{3 \textrm{ lags}}$,0.024411628934100073
1000,"CIV$_{I,X,Y}$",0.007923438521003993
1000,CIV$_{I}$,0.06048519481024276
1000,NIV$_{1 \textrm{ lag}}$,0.0011777875504392905
1000,NIV$_{3 \textrm{ lags}}$,0.0019830514896288756
10000,"CIV$_{I,X,Y}$",0.0012894754061188586
10000,CIV$_{I}$,0.004122098196195677
10000,NIV$_{1 \textrm{ lag}}$,0.0005320321292059312
10000,NIV$_{3 \textrm{ lags}}$,0.0007658107833531073
100,"CIV$_{I,X,Y}$",0.13874578606360616
100,CIV$_{I}$,0.173841042304911
100,NIV$_{1 \textrm{ lag}}$,0.187457252404249
100,NIV$_{3 \textrm{ lags}}$,0.022880210722988997
1000,"CIV$_{I,X,Y}$",0.006508828491462467
1000,CIV$_{I}$,0.007792905749586044
1000,NIV$_{1 \textrm{ lag}}$,0.753796018710439
1000,NIV$_{3 \textrm{ lags}}$,0.0046826273189816935
10000,"CIV$_{I,X,Y}$",0.0008926123354972745
10000,CIV$_{I}$,0.001494095875523283
10000,NIV$_{1 \textrm{ lag}}$,0.005898596243740955
10000,NIV$_{3 \textrm{ lags}}$,0.00015439173336245088
100,"CIV$_{I,X,Y}$",0.7199211529407841
100,CIV$_{I}$,7.098293127999577
100,NIV$_{1 \textrm{ lag}}$,0.026830835553585324
100,NIV$_{3 \textrm{ lags}}$,0.007904627217885908
1000,"CIV$_{I,X,Y}$",0.1139927604904973
1000,CIV$_{I}$,0.7652223235580388
1000,NIV$_{1 \textrm{ lag}}$,0.001004428132717268
1000,NIV$_{3 \textrm{ lags}}$,0.00045711197157697356
10000,"CIV$_{I,X,Y}$",0.0027372118077108147
10000,CIV$_{I}$,0.07015983637165046
10000,NIV$_{1 \textrm{ lag}}$,0.00014172892001358532
10000,NIV$_{3 \textrm{ lags}}$,8.886240263445178e-05
100,"CIV$_{I,X,Y}$",0.2409663804595657
100,CIV$_{I}$,0.3938340320202932
100,NIV$_{1 \textrm{ lag}}$,8.906393578525096
100,NIV$_{3 \textrm{ lags}}$,0.10022396452625873
1000,"CIV$_{I,X,Y}$",0.10578099893683227
1000,CIV$_{I}$,0.1335855346234231
1000,NIV$_{1 \textrm{ lag}}$,0.011740880527904698
1000,NIV$_{3 \textrm{ lags}}$,0.006648671645217777
10000,"CIV$_{I,X,Y}$",0.005006001948477419
10000,CIV$_{I}$,0.005734864800153499
10000,NIV$_{1 \textrm{ lag}}$,0.0024129523800456828
10000,NIV$_{3 \textrm{ lags}}$,0.0008143976328723295
100,"CIV$_{I,X,Y}$",0.1076755079572083
100,CIV$_{I}$,0.2670510339046512
100,NIV$_{1 \textrm{ lag}}$,1.860681897980145
100,NIV$_{3 \textrm{ lags}}$,0.025541426700247033
1000,"CIV$_{I,X,Y}$",0.0033159868089237495
1000,CIV$_{I}$,0.017861496370114846
1000,NIV$_{1 \textrm{ lag}}$,424.01299013643404
1000,NIV$_{3 \textrm{ lags}}$,0.002012543163038899
10000,"CIV$_{I,X,Y}$",0.0007488731779249051
10000,CIV$_{I}$,0.0027374162399336106
10000,NIV$_{1 \textrm{ lag}}$,31.976914639422375
10000,NIV$_{3 \textrm{ lags}}$,0.00014497768865982718
100,"CIV$_{I,X,Y}$",0.0630546766422611
100,CIV$_{I}$,0.5071495627651482
100,NIV$_{1 \textrm{ lag}}$,3.604073687161037
100,NIV$_{3 \textrm{ lags}}$,0.050190583411333166
1000,"CIV$_{I,X,Y}$",0.008037469441871552
1000,CIV$_{I}$,0.06753537492085074
1000,NIV$_{1 \textrm{ lag}}$,19.963986148399247
1000,NIV$_{3 \textrm{ lags}}$,0.0016980144205336512
10000,"CIV$_{I,X,Y}$",0.000446758653102141
10000,CIV$_{I}$,0.007209956079349211
10000,NIV$_{1 \textrm{ lag}}$,1.040670112065885
10000,NIV$_{3 \textrm{ lags}}$,0.00021385849807803903
100,"CIV$_{I,X,Y}$",0.04629171290490868
100,CIV$_{I}$,0.07645429409097919
100,NIV$_{1 \textrm{ lag}}$,0.25537167732612603
100,NIV$_{3 \textrm{ lags}}$,0.09145065114195938
1000,"CIV$_{I,X,Y}$",0.007066643814493625
1000,CIV$_{I}$,0.010646768879675797
1000,NIV$_{1 \textrm{ lag}}$,0.012109065842621426
1000,NIV$_{3 \textrm{ lags}}$,0.005939275716305337
10000,"CIV$_{I,X,Y}$",0.0004095006274828706
10000,CIV$_{I}$,0.0005301296870179798
10000,NIV$_{1 \textrm{ lag}}$,0.0007488465546390279
10000,NIV$_{3 \textrm{ lags}}$,0.0002847398328442353
100,"CIV$_{I,X,Y}$",0.3025503978283616
100,CIV$_{I}$,0.36870916689615946
100,NIV$_{1 \textrm{ lag}}$,1810.749920048886
100,NIV$_{3 \textrm{ lags}}$,0.042589265095472985
1000,"CIV$_{I,X,Y}$",0.09347322897290439
1000,CIV$_{I}$,0.07499872664684812
1000,NIV$_{1 \textrm{ lag}}$,0.16463316370055608
1000,NIV$_{3 \textrm{ lags}}$,0.005984337264441773
10000,"CIV$_{I,X,Y}$",0.0070059052034367655
10000,CIV$_{I}$,0.0073288062130864445
10000,NIV$_{1 \textrm{ lag}}$,0.054010456019373786
10000,NIV$_{3 \textrm{ lags}}$,0.00019746081361823832
100,"CIV$_{I,X,Y}$",1.6727135890189069
100,CIV$_{I}$,0.39810819294178684
100,NIV$_{1 \textrm{ lag}}$,1.186207543637801
100,NIV$_{3 \textrm{ lags}}$,0.01878731235858495
1000,"CIV$_{I,X,Y}$",1.540790730984201
1000,CIV$_{I}$,0.5070308831224574
1000,NIV$_{1 \textrm{ lag}}$,0.01917809296035905
1000,NIV$_{3 \textrm{ lags}}$,0.0017108976447495893
10000,"CIV$_{I,X,Y}$",0.04971874302431115
10000,CIV$_{I}$,0.13357371071603796
10000,NIV$_{1 \textrm{ lag}}$,0.009650557787934529
10000,NIV$_{3 \textrm{ lags}}$,7.425604196271266e-05
100,"CIV$_{I,X,Y}$",0.07591157401726979
100,CIV$_{I}$,0.2643476818195363
100,NIV$_{1 \textrm{ lag}}$,9.509991648524542
100,NIV$_{3 \textrm{ lags}}$,0.02563340969949509
1000,"CIV$_{I,X,Y}$",0.0060676358193093695
1000,CIV$_{I}$,0.010260031421403458
1000,NIV$_{1 \textrm{ lag}}$,2.2018044482796943
1000,NIV$_{3 \textrm{ lags}}$,0.0029947647192282833
10000,"CIV$_{I,X,Y}$",0.0007158201964689542
10000,CIV$_{I}$,0.0016659667459372062
10000,NIV$_{1 \textrm{ lag}}$,16.919602025946094
10000,NIV$_{3 \textrm{ lags}}$,0.00046500462385816444
100,"CIV$_{I,X,Y}$",0.06530382701123602
100,CIV$_{I}$,0.07475071626082856
100,NIV$_{1 \textrm{ lag}}$,0.048677298048233036
100,NIV$_{3 \textrm{ lags}}$,0.08594205979333808
1000,"CIV$_{I,X,Y}$",0.006384339968836543
1000,CIV$_{I}$,0.005113895905676133
1000,NIV$_{1 \textrm{ lag}}$,0.024967060885601987
1000,NIV$_{3 \textrm{ lags}}$,0.003888217049626895
10000,"CIV$_{I,X,Y}$",0.0007915890332526954
10000,CIV$_{I}$,0.0009459246335296564
10000,NIV$_{1 \textrm{ lag}}$,0.00031948323887230303
10000,NIV$_{3 \textrm{ lags}}$,0.0003790299442830676
100,"CIV$_{I,X,Y}$",0.024794959030309656
100,CIV$_{I}$,0.13639446277494513
100,NIV$_{1 \textrm{ lag}}$,0.45131037876185304
100,NIV$_{3 \textrm{ lags}}$,0.046302756931292224
1000,"CIV$_{I,X,Y}$",0.0022872396736061235
1000,CIV$_{I}$,0.006937689458908307
1000,NIV$_{1 \textrm{ lag}}$,7.445857551512665
1000,NIV$_{3 \textrm{ lags}}$,0.0014655446710422414
10000,"CIV$_{I,X,Y}$",0.00044922632347632466
10000,CIV$_{I}$,0.0017571061992033253
10000,NIV$_{1 \textrm{ lag}}$,0.002076667345885435
10000,NIV$_{3 \textrm{ lags}}$,0.00011595903057692216
100,"CIV$_{I,X,Y}$",0.7184354496729093
