delta,n,method,error
0.5,100,TS-NIV,5.904272167227551
0.5,500,TS-NIV,0.26443166401194096
0.5,1000,TS-NIV,0.012362249036476206
0.5,5000,TS-NIV,0.04719947893936274
0.5,10000,TS-NIV,0.000650807184310062
0.5,50000,TS-NIV,0.004118844920621337
1.0,100,TS-NIV,1.7065641811274634
1.0,500,TS-NIV,2.9064325257470967
1.0,1000,TS-NIV,0.05875631436072999
1.0,5000,TS-NIV,0.03158034512401801
1.0,10000,TS-NIV,5.205643043730054e-07
1.0,50000,TS-NIV,1.718447646213144e-05
0.0,100,TS-NIV,26.174515245008717
0.0,500,TS-NIV,7.657877083236933
0.0,1000,TS-NIV,8.833759441673335
0.0,5000,TS-NIV,7.812557781536275
0.0,10000,TS-NIV,0.20461845451138158
0.0,50000,TS-NIV,822.2666342311568
0.01,100,TS-NIV,20.37412818212102
0.01,500,TS-NIV,0.02144352513677702
0.01,1000,TS-NIV,2.1841470530874396
0.01,5000,TS-NIV,0.6499908906481101
0.01,10000,TS-NIV,1.3899278709041836
0.01,50000,TS-NIV,0.10491940429318342
0.1,100,TS-NIV,152.5781030506534
0.1,500,TS-NIV,3.823721602769513
0.1,1000,TS-NIV,40.531835865982714
0.1,5000,TS-NIV,0.01290490505486143
0.1,10000,TS-NIV,5683.0621374281045
0.1,50000,TS-NIV,0.0072461927146129645
0.5,100,TS-NIV,17.115245897470924
0.5,500,TS-NIV,0.24220720571361928
0.5,1000,TS-NIV,0.09916070234681357
0.5,5000,TS-NIV,0.008052343068913642
0.5,10000,TS-NIV,0.0011948687279706952
0.5,50000,TS-NIV,0.006669050174731994
1.0,100,TS-NIV,0.10044936064130751
1.0,500,TS-NIV,0.002554128920443203
1.0,1000,TS-NIV,0.0004353715745598454
1.0,5000,TS-NIV,1.0569650003010287e-05
1.0,10000,TS-NIV,0.0006148651766315278
1.0,50000,TS-NIV,0.00023925275553548603
0.0,100,TS-NIV,0.19346392690048658
0.0,500,TS-NIV,3.9451264699862945
0.0,1000,TS-NIV,0.007173218064580855
0.0,5000,TS-NIV,0.6234711598143883
0.0,10000,TS-NIV,4.2599780798289135
0.0,50000,TS-NIV,2.3186558895121494
0.01,100,TS-NIV,67.22901503031137
0.01,500,TS-NIV,2.3054402706290418
0.01,1000,TS-NIV,0.11718913846242776
0.01,5000,TS-NIV,0.4301657295528357
0.01,10000,TS-NIV,0.8758993846384635
0.01,50000,TS-NIV,1.851427045826892
0.1,100,TS-NIV,0.4780815731454084
0.1,500,TS-NIV,0.1115384801976764
0.1,1000,TS-NIV,0.4520081040427533
0.1,5000,TS-NIV,2.2014032223678908
0.1,10000,TS-NIV,2.6305650362982713
0.1,50000,TS-NIV,0.1244171003415713
0.5,100,TS-NIV,0.712355649119087
0.5,500,TS-NIV,0.03421737611884118
0.5,1000,TS-NIV,0.004249683574688719
0.5,5000,TS-NIV,0.0020652053034930376
0.5,10000,TS-NIV,1.4840480546930192e-06
0.5,50000,TS-NIV,2.1555329019157154e-05
1.0,100,TS-NIV,17.250497015882967
1.0,500,TS-NIV,3.5201730550977275
1.0,1000,TS-NIV,0.006357700295482624
1.0,5000,TS-NIV,0.038652822118235564
1.0,10000,TS-NIV,0.02605712802073542
1.0,50000,TS-NIV,0.008507157383404665
0.0,100,TS-NIV,39.855513967264535
0.0,500,TS-NIV,3.877650977737141
0.0,1000,TS-NIV,22.766456783351977
0.0,5000,TS-NIV,40.85978662048395
0.0,10000,TS-NIV,5.119795176990444
0.0,50000,TS-NIV,0.13131384492536996
0.01,100,TS-NIV,0.8146041634191271
0.01,500,TS-NIV,38.879988784954186
0.01,1000,TS-NIV,8.618957557664924
0.01,5000,TS-NIV,0.15930782576961758
0.01,10000,TS-NIV,3.02154250237968
0.01,50000,TS-NIV,0.19519512206098177
0.1,100,TS-NIV,10.470619050037117
0.1,500,TS-NIV,1.7078684844131689
0.1,1000,TS-NIV,30437.95891329638
0.1,5000,TS-NIV,0.015910435483363523
0.1,10000,TS-NIV,4.610837253075633
0.1,50000,TS-NIV,0.09370450639257116
0.5,100,TS-NIV,0.027172904354874197
0.5,500,TS-NIV,9.365792196610885
0.5,1000,TS-NIV,2.4648795729290933
0.5,5000,TS-NIV,0.004265103967608801
0.5,10000,TS-NIV,0.12832992920273462
0.5,50000,TS-NIV,0.0819636231796154
1.0,100,TS-NIV,4.589009880360059
1.0,500,TS-NIV,0.026148977491614243
1.0,1000,TS-NIV,0.08476319216029302
1.0,5000,TS-NIV,0.004193372475025971
1.0,10000,TS-NIV,0.00149223985087458
1.0,50000,TS-NIV,4.794096037969911e-05
0.0,100,TS-NIV,1.1902184018397048
0.0,500,TS-NIV,2.3948217951263477
0.0,1000,TS-NIV,3.1242331824651006
0.0,5000,TS-NIV,0.7232946034827562
0.0,10000,TS-NIV,0.08052665612551868
0.0,50000,TS-NIV,0.0179406999317885
0.01,100,TS-NIV,0.530909832346087
0.01,500,TS-NIV,7.763568342352456
0.01,1000,TS-NIV,148.70732301751744
0.01,5000,TS-NIV,0.29375254196968836
0.01,10000,TS-NIV,1.2253891046901335
0.01,50000,TS-NIV,0.7947817824553032
0.1,100,TS-NIV,0.06630424703435484
0.1,500,TS-NIV,0.08847656518678186
0.1,1000,TS-NIV,0.0033588309315848532
0.1,5000,TS-NIV,0.0024941383761548828
0.1,10000,TS-NIV,0.0037697304888956807
0.1,50000,TS-NIV,0.001149406497105339
0.5,100,TS-NIV,0.7961859289500455
0.5,500,TS-NIV,1.473410293851975
0.5,1000,TS-NIV,4.395929184092116
0.5,5000,TS-NIV,9.839769050713691
0.5,10000,TS-NIV,0.19503095454689523
0.5,50000,TS-NIV,0.2534770284957919
1.0,100,TS-NIV,21.29739542441228
1.0,500,TS-NIV,1.4438087460517255
1.0,1000,TS-NIV,0.014501534843212262
1.0,5000,TS-NIV,0.05572852362764909
1.0,10000,TS-NIV,1.7111517525037678
1.0,50000,TS-NIV,0.10349628246781553
0.0,100,TS-NIV,0.008738437106997588
0.0,500,TS-NIV,0.9520757221264816
0.0,1000,TS-NIV,3.0838683865986987
0.0,5000,TS-NIV,66.84274769029967
0.0,10000,TS-NIV,2.150510757255063
0.0,50000,TS-NIV,51.71678301445993
0.01,100,TS-NIV,0.06894096128063598
0.01,500,TS-NIV,8.821021325375781
0.01,1000,TS-NIV,22.94845675312222
0.01,5000,TS-NIV,0.5479591771163248
0.01,10000,TS-NIV,2.0254957624466923
0.01,50000,TS-NIV,0.5432975160865793
0.1,100,TS-NIV,0.001298492560573336
0.1,500,TS-NIV,0.03284344420954979
0.1,1000,TS-NIV,1.924742992870128
0.1,5000,TS-NIV,0.7366559087032927
0.1,10000,TS-NIV,6.162896148403434
0.1,50000,TS-NIV,0.3717998971310969
0.5,100,TS-NIV,0.03953645358718701
0.5,500,TS-NIV,0.005633097842855898
0.5,1000,TS-NIV,0.05209742664399113
0.5,5000,TS-NIV,0.007266650817293758
0.5,10000,TS-NIV,0.002639665520012652
0.5,50000,TS-NIV,0.0029569622258759608
1.0,100,TS-NIV,0.013359983325257209
1.0,500,TS-NIV,0.003356017038191891
1.0,1000,TS-NIV,0.10975867079329873
1.0,5000,TS-NIV,0.00015783858818468847
1.0,10000,TS-NIV,0.00106322461867564
1.0,50000,TS-NIV,0.00044062660522388767
0.0,100,TS-NIV,0.04130636500450013
0.0,500,TS-NIV,1.1647131729006155
0.0,1000,TS-NIV,72.03877433797038
0.0,5000,TS-NIV,1.3624153952888265
0.0,10000,TS-NIV,8.381663608088882
0.0,50000,TS-NIV,1.9937823262249217
0.01,100,TS-NIV,85.12126589664867
0.01,500,TS-NIV,7.727879179153428
0.01,1000,TS-NIV,5.178972330231112
0.01,5000,TS-NIV,0.004686975262504543
0.01,10000,TS-NIV,0.0021541404880841717
0.01,50000,TS-NIV,1.9632637883406265
0.1,100,TS-NIV,4.828458434603638
0.1,500,TS-NIV,47.242305050784005
0.1,1000,TS-NIV,621.7786593686153
0.1,5000,TS-NIV,0.12049832454159745
0.1,10000,TS-NIV,81.14598467854458
0.1,50000,TS-NIV,73.20090450278786
0.5,100,TS-NIV,0.11483017446873296
0.5,500,TS-NIV,0.16118628456643697
0.5,1000,TS-NIV,0.03828450260892649
0.5,5000,TS-NIV,0.0004933725363082893
0.5,10000,TS-NIV,0.009267135532379983
0.5,50000,TS-NIV,0.01221609304523803
1.0,100,TS-NIV,2.545037594149698
1.0,500,TS-NIV,0.048108289869855755
1.0,1000,TS-NIV,0.04731211553055009
1.0,5000,TS-NIV,0.004866932939982422
1.0,10000,TS-NIV,0.0029776930500636446
1.0,50000,TS-NIV,0.0008054779463222332
0.0,100,TS-NIV,0.0704604279355422
0.0,500,TS-NIV,0.026474915132776597
0.0,1000,TS-NIV,1.8873844286999508
0.0,5000,TS-NIV,0.2524402229019151
0.0,10000,TS-NIV,107.5261139852276
0.0,50000,TS-NIV,60.79196775460517
0.01,100,TS-NIV,1.654998485820451
0.01,500,TS-NIV,0.03692149742756167
0.01,1000,TS-NIV,0.20420711972554959
0.01,5000,TS-NIV,0.005364548791998715
0.01,10000,TS-NIV,8.095367689779984
0.01,50000,TS-NIV,56.16736849004519
0.1,100,TS-NIV,4.739129407107059
0.1,500,TS-NIV,9.864098129990392
0.1,1000,TS-NIV,0.22558347928234518
0.1,5000,TS-NIV,1.1604030737395405
0.1,10000,TS-NIV,0.021163784457413144
0.1,50000,TS-NIV,0.048370082360072175
0.5,100,TS-NIV,331.2526854396455
0.5,500,TS-NIV,0.2960395518557636
0.5,1000,TS-NIV,2.9798464526109463
0.5,5000,TS-NIV,0.14258272407483408
0.5,10000,TS-NIV,0.07167272114897744
0.5,50000,TS-NIV,0.0026855445573331716
1.0,100,TS-NIV,0.016533890905096733
1.0,500,TS-NIV,0.017221591405315925
1.0,1000,TS-NIV,0.03365054731292791
1.0,5000,TS-NIV,0.0009172846042512061
1.0,10000,TS-NIV,0.00048600263055497523
1.0,50000,TS-NIV,2.9224582034161386e-05
0.0,100,TS-NIV,7.8713771969193544
0.0,500,TS-NIV,1.2703834603389512
0.0,1000,TS-NIV,0.1126536453445641
0.0,5000,TS-NIV,25.001944351439548
0.0,10000,TS-NIV,59.99509415228695
0.0,50000,TS-NIV,0.5068838150154622
0.01,100,TS-NIV,3.3546694220536595
0.01,500,TS-NIV,38.1759476038974
0.01,1000,TS-NIV,5.893436573348263
0.01,5000,TS-NIV,1.1576343316962023
0.01,10000,TS-NIV,0.3024163401511747
0.01,50000,TS-NIV,4.692977795162755
0.1,100,TS-NIV,0.281859493031211
0.1,500,TS-NIV,0.16704250935183032
0.1,1000,TS-NIV,0.002253350087402053
0.1,5000,TS-NIV,10.220991399016588
0.1,10000,TS-NIV,9.38136005055981
0.1,50000,TS-NIV,0.003977359271514198
0.5,100,TS-NIV,0.16881358630231688
0.5,500,TS-NIV,0.04812574114377198
0.5,1000,TS-NIV,0.008674518593951913
0.5,5000,TS-NIV,0.026470833243902894
0.5,10000,TS-NIV,0.00798858610456948
0.5,50000,TS-NIV,0.004610175486114824
1.0,100,TS-NIV,0.03111697859499327
1.0,500,TS-NIV,0.254325611569772
1.0,1000,TS-NIV,0.010190996142457324
1.0,5000,TS-NIV,0.004802644125610248
1.0,10000,TS-NIV,0.01654739164899987
1.0,50000,TS-NIV,3.073269109161661e-05
0.0,100,TS-NIV,3.3943147222489425
0.0,500,TS-NIV,4.319419902310376
0.0,1000,TS-NIV,0.020396584333439615
0.0,5000,TS-NIV,0.592305416134433
0.0,10000,TS-NIV,0.13542373093234647
0.0,50000,TS-NIV,0.8022702638634354
0.01,100,TS-NIV,0.005812222691345603
0.01,500,TS-NIV,0.2218691527573688
0.01,1000,TS-NIV,0.16942140196129415
0.01,5000,TS-NIV,11.365070822453157
0.01,10000,TS-NIV,2.74658553828206
0.01,50000,TS-NIV,0.4688479205857185
0.1,100,TS-NIV,2.6872791049623275
0.1,500,TS-NIV,1.9401245418006454
0.1,1000,TS-NIV,0.0024153340241529196
0.1,5000,TS-NIV,0.05757008613674689
0.1,10000,TS-NIV,0.9049710472990867
0.1,50000,TS-NIV,0.052512456156635856
0.5,100,TS-NIV,6.961606705114811
0.5,500,TS-NIV,0.7600330248777869
0.5,1000,TS-NIV,0.0063797264947794
0.5,5000,TS-NIV,55.29679560651036
0.5,10000,TS-NIV,0.21671325128072955
0.5,50000,TS-NIV,0.946923065249643
1.0,100,TS-NIV,0.7203384601897965
1.0,500,TS-NIV,0.6514019239007359
1.0,1000,TS-NIV,1.4447372050067007
1.0,5000,TS-NIV,0.0700379451040843
1.0,10000,TS-NIV,0.0015604328013520549
1.0,50000,TS-NIV,0.0039116476748045186
0.0,100,TS-NIV,5.637919223188717
0.0,500,TS-NIV,42.762344181484366
0.0,1000,TS-NIV,0.0005212790392329458
0.0,5000,TS-NIV,1.1993074765298095
0.0,10000,TS-NIV,10.322445597430853
0.0,50000,TS-NIV,4.951370968937836
0.01,100,TS-NIV,0.5326390024243252
0.01,500,TS-NIV,0.03737276125813473
0.01,1000,TS-NIV,0.30221547418654254
0.01,5000,TS-NIV,0.11781282551226958
0.01,10000,TS-NIV,13.209687486225473
0.01,50000,TS-NIV,0.2143386218852981
0.1,100,TS-NIV,0.5722065169885335
0.1,500,TS-NIV,0.12444872297830727
0.1,1000,TS-NIV,0.1409674333707617
0.1,5000,TS-NIV,2.5345733305004474
0.1,10000,TS-NIV,0.006755005571352748
0.1,50000,TS-NIV,0.21063430586032475
0.5,100,TS-NIV,465.16571320114446
0.5,500,TS-NIV,178.95946236253386
0.5,1000,TS-NIV,0.5628858928014124
0.5,5000,TS-NIV,0.19809224345458354
0.5,10000,TS-NIV,7.744289853080153e-05
0.5,50000,TS-NIV,0.10570805995608674
1.0,100,TS-NIV,0.1330525944245389
1.0,500,TS-NIV,0.001698843065530913
1.0,1000,TS-NIV,3.0444249584553634e-06
1.0,5000,TS-NIV,0.0003688242164606095
1.0,10000,TS-NIV,0.002048685096191868
1.0,50000,TS-NIV,2.0344852399397178e-05
0.0,100,TS-NIV,0.7801838275035944
0.0,500,TS-NIV,1.3009335514087519
0.0,1000,TS-NIV,8.419581678959391
0.0,5000,TS-NIV,0.29326331484884305
0.0,10000,TS-NIV,0.43710341622222626
0.0,50000,TS-NIV,0.004002702350707793
0.01,100,TS-NIV,0.07052017626018783
0.01,500,TS-NIV,0.394174447112833
0.01,1000,TS-NIV,5.702853802244773
0.01,5000,TS-NIV,1.9564173767179703e-05
0.01,10000,TS-NIV,0.0712271653864165
0.01,50000,TS-NIV,11.571794335808828
0.1,100,TS-NIV,3.3144030053333338
0.1,500,TS-NIV,5.6106513599198085
0.1,1000,TS-NIV,20.300596422284638
0.1,5000,TS-NIV,11.121862813487807
0.1,10000,TS-NIV,0.45942045508342505
0.1,50000,TS-NIV,0.28077996411451556
0.5,100,TS-NIV,0.181034012908604
0.5,500,TS-NIV,0.5075809879318147
0.5,1000,TS-NIV,0.01599763367243542
0.5,5000,TS-NIV,0.0016404296894999195
0.5,10000,TS-NIV,0.0004682813210273572
0.5,50000,TS-NIV,0.002520146491340549
1.0,100,TS-NIV,0.13161221546935697
1.0,500,TS-NIV,0.028659650813379532
1.0,1000,TS-NIV,0.08542617360602642
1.0,5000,TS-NIV,0.015287015410647935
1.0,10000,TS-NIV,0.004556801600802394
1.0,50000,TS-NIV,0.00013485825382030962
0.0,100,TS-NIV,1.2400981791524228
0.0,500,TS-NIV,0.1145638380384686
0.0,1000,TS-NIV,47.84057307136227
0.0,5000,TS-NIV,1.4267340150672723
0.0,10000,TS-NIV,5.469683642092998
0.0,50000,TS-NIV,2.4826950158316308
0.01,100,TS-NIV,0.11294815389750268
0.01,500,TS-NIV,0.14302059927438404
0.01,1000,TS-NIV,0.04594030058858131
0.01,5000,TS-NIV,0.22386418307888473
0.01,10000,TS-NIV,2.1684974542404207
0.01,50000,TS-NIV,0.07079990920217846
0.1,100,TS-NIV,10.570180487251985
0.1,500,TS-NIV,2.2570734834579396
0.1,1000,TS-NIV,14.10120693862514
0.1,5000,TS-NIV,0.6610020460652922
0.1,10000,TS-NIV,0.027347106748654714
0.1,50000,TS-NIV,0.005215720397378899
0.5,100,TS-NIV,30.58859527650044
0.5,500,TS-NIV,0.0264111289583524
0.5,1000,TS-NIV,24.41189978255914
0.5,5000,TS-NIV,0.9710216270619954
0.5,10000,TS-NIV,3.2821973430439852
0.5,50000,TS-NIV,0.003873214493684768
1.0,100,TS-NIV,0.0034184134698936825
1.0,500,TS-NIV,0.06850870303434994
1.0,1000,TS-NIV,0.010067333476181713
1.0,5000,TS-NIV,0.00018591614701654076
1.0,10000,TS-NIV,0.0004109639571885213
1.0,50000,TS-NIV,1.816919478840979e-05
0.0,100,TS-NIV,0.18259260588989884
0.0,500,TS-NIV,7.777753048103008
0.0,1000,TS-NIV,23.495561888421573
0.0,5000,TS-NIV,301.5980211891281
0.0,10000,TS-NIV,0.021351204086629737
0.0,50000,TS-NIV,0.25484668842018154
0.01,100,TS-NIV,0.10514381221819061
0.01,500,TS-NIV,0.17002451812027686
0.01,1000,TS-NIV,0.041101810196342944
0.01,5000,TS-NIV,0.014139811642824435
0.01,10000,TS-NIV,0.9071368889848459
0.01,50000,TS-NIV,0.007247894961196295
0.1,100,TS-NIV,0.03374984239483387
0.1,500,TS-NIV,39.09876446149452
0.1,1000,TS-NIV,20.8213897076987
0.1,5000,TS-NIV,1.0794322767758355
0.1,10000,TS-NIV,3.950885636513668
0.1,50000,TS-NIV,0.11491055268508965
0.5,100,TS-NIV,2.5987257254823404
0.5,500,TS-NIV,4.452224279679897
0.5,1000,TS-NIV,0.04823552850698751
0.5,5000,TS-NIV,0.00045511409828331736
0.5,10000,TS-NIV,0.017266032136257613
0.5,50000,TS-NIV,0.0009689849773505494
1.0,100,TS-NIV,86.55672514190536
1.0,500,TS-NIV,0.13714058088724726
1.0,1000,TS-NIV,0.45373128414654096
1.0,5000,TS-NIV,0.029863873866074843
1.0,10000,TS-NIV,0.011337673613600255
1.0,50000,TS-NIV,0.006083446554276779
0.0,100,TS-NIV,0.2521946119383003
0.0,500,TS-NIV,9.14065848567883
0.0,1000,TS-NIV,0.002294211964183908
0.0,5000,TS-NIV,5.043468421855389
0.0,10000,TS-NIV,0.009011452253522975
0.0,50000,TS-NIV,0.1671936928176837
0.01,100,TS-NIV,0.8451585087773434
0.01,500,TS-NIV,0.8570520899972549
0.01,1000,TS-NIV,2.579479812261025
0.01,5000,TS-NIV,0.12014065095936725
0.01,10000,TS-NIV,69.42928945982709
0.01,50000,TS-NIV,620.4430423983973
0.1,100,TS-NIV,0.16065678833209474
0.1,500,TS-NIV,0.8972733044725894
0.1,1000,TS-NIV,60.2464696428229
0.1,5000,TS-NIV,0.9308961653544152
0.1,10000,TS-NIV,0.0048651064280319685
0.1,50000,TS-NIV,0.00509395097414575
0.5,100,TS-NIV,1.3222950835191
0.5,500,TS-NIV,3.33163824746292
0.5,1000,TS-NIV,19.098694371002654
0.5,5000,TS-NIV,0.10579245848097413
0.5,10000,TS-NIV,0.030913531402358606
0.5,50000,TS-NIV,0.0015757264073262426
1.0,100,TS-NIV,0.09771429911067295
1.0,500,TS-NIV,0.0016667158550281776
1.0,1000,TS-NIV,0.002143190640292618
1.0,5000,TS-NIV,0.001538473975389476
1.0,10000,TS-NIV,1.7820841301333625e-06
1.0,50000,TS-NIV,0.000161119944710192
0.0,100,TS-NIV,0.01394382646849183
0.0,500,TS-NIV,0.02819491118642011
0.0,1000,TS-NIV,0.27502693224165353
0.0,5000,TS-NIV,438.4451573792816
0.0,10000,TS-NIV,3.348514783030106
0.0,50000,TS-NIV,1561.5065589692117
0.01,100,TS-NIV,13.87522514532992
0.01,500,TS-NIV,0.8269407208005947
0.01,1000,TS-NIV,0.7392838500735218
0.01,5000,TS-NIV,166.52576855567685
0.01,10000,TS-NIV,4.434763760588332
0.01,50000,TS-NIV,2.106837872688365e-05
0.1,100,TS-NIV,1.0374135573625918
0.1,500,TS-NIV,55.0486636251438
0.1,1000,TS-NIV,0.12316111249298815
0.1,5000,TS-NIV,4.448423841399306
0.1,10000,TS-NIV,6.167223592189499
0.1,50000,TS-NIV,0.4870459797204247
0.5,100,TS-NIV,0.04942599311517065
0.5,500,TS-NIV,0.5818846064889542
0.5,1000,TS-NIV,2.194640038205881
0.5,5000,TS-NIV,0.0559943370082258
0.5,10000,TS-NIV,0.007334800756443112
0.5,50000,TS-NIV,2.456602905131828e-05
1.0,100,TS-NIV,1.3201464174228483
1.0,500,TS-NIV,0.18937646634541583
1.0,1000,TS-NIV,0.2635837478513492
1.0,5000,TS-NIV,9.214753933741845e-05
1.0,10000,TS-NIV,0.000445347207917002
1.0,50000,TS-NIV,0.003871103389891422
0.0,100,TS-NIV,0.016144647957544403
0.0,500,TS-NIV,0.13933564466742443
0.0,1000,TS-NIV,0.4049550469963119
0.0,5000,TS-NIV,0.39783533753863826
0.0,10000,TS-NIV,0.00015405166871522614
0.0,50000,TS-NIV,0.37630119027939624
0.01,100,TS-NIV,10.279967622036889
0.01,500,TS-NIV,2.4711943442188837
0.01,1000,TS-NIV,3.7309141938677928
0.01,5000,TS-NIV,0.13607502348344175
0.01,10000,TS-NIV,68.04730751090084
0.01,50000,TS-NIV,1.062053352826158
0.1,100,TS-NIV,0.09210499938876118
0.1,500,TS-NIV,0.19058899739098045
0.1,1000,TS-NIV,0.000818812599604447
0.1,5000,TS-NIV,48.72279146524424
0.1,10000,TS-NIV,2.231145807088355
0.1,50000,TS-NIV,6109.01888095962
0.5,100,TS-NIV,1.280415570097714
0.5,500,TS-NIV,0.107860553252491
0.5,1000,TS-NIV,0.008434477666901422
0.5,5000,TS-NIV,0.01695054286640821
0.5,10000,TS-NIV,0.024863893798751105
0.5,50000,TS-NIV,0.0008772462633488062
1.0,100,TS-NIV,24.74002715422582
1.0,500,TS-NIV,0.11642948642078298
1.0,1000,TS-NIV,0.012987369056506545
1.0,5000,TS-NIV,0.004533853944227913
1.0,10000,TS-NIV,6.759188000686372e-05
1.0,50000,TS-NIV,0.0006666462295438658
0.0,100,TS-NIV,0.5676200240963345
0.0,500,TS-NIV,0.17706021361344143
0.0,1000,TS-NIV,0.022923044254088646
0.0,5000,TS-NIV,3.9427520578791317
0.0,10000,TS-NIV,7.325427663947899
0.0,50000,TS-NIV,0.43670768934307486
0.01,100,TS-NIV,6.016968796229046
0.01,500,TS-NIV,0.11726218138384806
0.01,1000,TS-NIV,0.31804101146651514
0.01,5000,TS-NIV,0.07026098132889416
0.01,10000,TS-NIV,418.10055314861984
0.01,50000,TS-NIV,56.101671975859645
0.1,100,TS-NIV,0.017269971900457037
0.1,500,TS-NIV,6.939371505753439
0.1,1000,TS-NIV,1.610412337387994
0.1,5000,TS-NIV,0.002315959534199744
0.1,10000,TS-NIV,56.94456537057545
0.1,50000,TS-NIV,7.053939493449861
0.5,100,TS-NIV,8.384301584657146
0.5,500,TS-NIV,1.4691295071729211
0.5,1000,TS-NIV,0.04450791988730922
0.5,5000,TS-NIV,0.3822058513872294
0.5,10000,TS-NIV,0.1242145257298299
0.5,50000,TS-NIV,0.0005468062055427513
1.0,100,TS-NIV,0.5801574760427393
1.0,500,TS-NIV,0.004870484931345409
1.0,1000,TS-NIV,0.10229475666894314
1.0,5000,TS-NIV,0.011873678756660077
1.0,10000,TS-NIV,0.0010312475323595578
1.0,50000,TS-NIV,0.003042711503016354
0.0,100,TS-NIV,0.713637931360622
0.0,500,TS-NIV,0.0028915401216461916
0.0,1000,TS-NIV,4.014043154057163
0.0,5000,TS-NIV,1.1003143751472821
0.0,10000,TS-NIV,0.07188693301701926
0.0,50000,TS-NIV,28.77995540955002
0.01,100,TS-NIV,14.192206710322253
0.01,500,TS-NIV,1.1379207029781173
0.01,1000,TS-NIV,0.44641449147026113
0.01,5000,TS-NIV,3.9134416599955406
0.01,10000,TS-NIV,2.2393600065554287
0.01,50000,TS-NIV,6.589243567005057
0.1,100,TS-NIV,37.00364612583584
0.1,500,TS-NIV,11.596986652446606
0.1,1000,TS-NIV,0.021143356067148723
0.1,5000,TS-NIV,0.03671392656421209
0.1,10000,TS-NIV,0.02984296933669533
0.1,50000,TS-NIV,0.0011605579349096024
0.5,100,TS-NIV,0.08320420895980746
0.5,500,TS-NIV,0.22930468797235345
0.5,1000,TS-NIV,0.21734221622542127
0.5,5000,TS-NIV,0.01589463074578687
0.5,10000,TS-NIV,0.017672583148831095
0.5,50000,TS-NIV,0.00018932839328109858
1.0,100,TS-NIV,0.0820060314571501
1.0,500,TS-NIV,0.005120018210203343
1.0,1000,TS-NIV,0.009835362937743751
1.0,5000,TS-NIV,0.0015805283586103611
1.0,10000,TS-NIV,6.463999974348583e-05
1.0,50000,TS-NIV,7.625788566672011e-05
0.0,100,TS-NIV,0.2188927869052755
0.0,500,TS-NIV,9.895605739134941
0.0,1000,TS-NIV,0.32905650951633714
0.0,5000,TS-NIV,1.2020914663860587
0.0,10000,TS-NIV,0.055495349402764786
0.0,50000,TS-NIV,55.33369423227734
0.01,100,TS-NIV,0.16912714212319144
0.01,500,TS-NIV,3974.673144153752
0.01,1000,TS-NIV,4.367659081711219
0.01,5000,TS-NIV,7.041280266150446
0.01,10000,TS-NIV,0.04922313070335263
0.01,50000,TS-NIV,8.290314007742663e-05
0.1,100,TS-NIV,5.498632062144866
0.1,500,TS-NIV,1.035396127946186
0.1,1000,TS-NIV,32.456637372990166
0.1,5000,TS-NIV,3.2742201903593693
0.1,10000,TS-NIV,1.9782581441431395
0.1,50000,TS-NIV,0.19213254952626335
0.5,100,TS-NIV,33.98133258847727
0.5,500,TS-NIV,5.6115611293160415
0.5,1000,TS-NIV,89.25145022147025
0.5,5000,TS-NIV,0.17924693646545176
0.5,10000,TS-NIV,0.1224933775811311
0.5,50000,TS-NIV,0.0025130832094793333
1.0,100,TS-NIV,0.0007549893908903808
1.0,500,TS-NIV,0.013612972530592833
1.0,1000,TS-NIV,0.04178764948946495
1.0,5000,TS-NIV,0.00029631087299094086
1.0,10000,TS-NIV,0.002757267823062966
1.0,50000,TS-NIV,0.0003847877264519094
0.0,100,TS-NIV,0.26046912514379406
0.0,500,TS-NIV,1.2823022120562482
0.0,1000,TS-NIV,10.443733743383953
0.0,5000,TS-NIV,3.1851642492639636
0.0,10000,TS-NIV,3.475688751392674
0.0,50000,TS-NIV,3.290536060322319
0.01,100,TS-NIV,0.8468242310445767
0.01,500,TS-NIV,2.2164770398111466
0.01,1000,TS-NIV,2.0919950942948815
0.01,5000,TS-NIV,2.840375122993395
0.01,10000,TS-NIV,1.2241426426781001
0.01,50000,TS-NIV,4.691092579366009
0.1,100,TS-NIV,0.03448895850424438
0.1,500,TS-NIV,0.09916019949956767
0.1,1000,TS-NIV,1.7510720610275725
0.1,5000,TS-NIV,0.25566450117242595
0.1,10000,TS-NIV,0.11059151262644236
0.1,50000,TS-NIV,0.07657197531136903
0.5,100,TS-NIV,0.43393704480474815
0.5,500,TS-NIV,103.58236483014379
0.5,1000,TS-NIV,603.9579498606594
0.5,5000,TS-NIV,10.396180239626707
0.5,10000,TS-NIV,0.12576048010912294
0.5,50000,TS-NIV,0.19387987161487233
1.0,100,TS-NIV,0.5978185552797649
1.0,500,TS-NIV,0.024383924073491617
1.0,1000,TS-NIV,0.04063803330113675
1.0,5000,TS-NIV,0.5282561442365697
1.0,10000,TS-NIV,0.022018591569687204
1.0,50000,TS-NIV,0.05244875662177521
0.0,100,TS-NIV,0.7780198793213674
0.0,500,TS-NIV,1.3350901144013732
0.0,1000,TS-NIV,0.07731557728562552
0.0,5000,TS-NIV,7.91548793785033
0.0,10000,TS-NIV,19.957843869662593
0.0,50000,TS-NIV,973.1510927863392
0.01,100,TS-NIV,0.6255267857024724
0.01,500,TS-NIV,0.11159857897236372
